Drug_Name,SMILES,Interacts_with_Receptor
Tox21_TOX166,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,0.0
Tox21_TOX167,CC(CCl)OC(C)CCl,0.0
Tox21_TOX164,OCC(CO)(CBr)CBr,0.0
Tox21_TOX160,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,0.0
Tox21_TOX15341,CC1(C)C(=O)N(Br)C(=O)N1Br,0.0
Tox21_TOX168,ClCCOCCCl,0.0
Tox21_TOX2977,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0.0
Tox21_TOX17272,Nc1c2c(nc3ccccc13)CCCC2,0.0
Tox21_TOX5570,CNC(=O)c1ccccc1,0.0
Tox21_TOX8013,CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,0.0
Tox21_TOX7479,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0.0
Tox21_TOX7471,CCCCCCCCCCCCCCCl,0.0
Tox21_TOX21502,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,0.0
Tox21_TOX21507,COc1ccc(Cl)cc1C,0.0
Tox21_TOX21506,Oc1ccc(Cl)cc1C1CCCC1,0.0
Tox21_TOX288,Cc1cc(Cl)ccc1N,0.0
Tox21_TOX5523,Cc1occc(=O)c1O,0.0
Tox21_TOX8040,CCC(CC)Nc1ccc(C)c(C)c1,0.0
Tox21_TOX5527,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1.0
Tox21_TOX2973,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.0
Tox21_TOX6872,CCCCN=C=O,0.0
Tox21_TOX6879,C1CCCNCC1,0.0
Tox21_TOX6878,OCCSCCO,0.0
Tox21_TOX11444,P#[In],0.0
Tox21_TOX22369,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,0.0
Tox21_TOX22360,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,0.0
Tox21_TOX22364,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,0.0
Tox21_TOX22365,CCOc1ccc2c(c1)C(C)CC(C)(C)N2,0.0
Tox21_TOX3150,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0.0
Tox21_TOX20290,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,0.0
Tox21_TOX3153,O=C(CCCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,0.0
Tox21_TOX20296,O=C(O)c1c(Cl)ccc(Cl)c1Cl,0.0
Tox21_TOX1526,O=C(O)CC(Cl)C(=O)O,0.0
Tox21_TOX1524,N#CCCl,0.0
Tox21_TOX17478,Cc1cccc2sc3nncn3c12,0.0
Tox21_TOX10317,CC(=O)c1cc(C)oc1C,0.0
Tox21_TOX4738,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0.0
Tox21_TOX4739,C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C,0.0
Tox21_TOX4733,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0.0
Tox21_TOX4736,C=C(C)C1CC=C(C)C(O)C1,0.0
Tox21_TOX7270,CCCCCCCCCCCCCCCO,0.0
Tox21_TOX7279,[Mn+2],0.0
Tox21_TOX3966,CCC(C)Cl,0.0
Tox21_TOX759,CC1=CC(=O)CC(C)(C)C1,0.0
Tox21_TOX4512,Nc1cccc(C(F)(F)F)c1,0.0
Tox21_TOX755,NNC(=O)c1ccncc1,0.0
Tox21_TOX757,O=C(O)c1ccncc1,0.0
Tox21_TOX756,NC(=O)c1ccncc1,0.0
Tox21_TOX750,CC(C)CON=O,0.0
Tox21_TOX753,OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O,0.0
Tox21_TOX752,FC(F)OC(Cl)C(F)(F)F,0.0
Tox21_TOX24593,c1ccc(C[n+]2cccc3ccccc32)cc1,0.0
Tox21_TOX24591,CCCCN1C(=O)c2ccccc2C1=O,0.0
Tox21_TOX24590,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c2cc(Br)c(O)c1Br,0.0
Tox21_TOX24597,Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,0.0
Tox21_TOX24595,CC(C)(C)C(=O)/C=C/c1ccc(Cl)cc1,0.0
Tox21_TOX24599,CCCCCCCCOCCC#N,0.0
Tox21_TOX17044,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.0
Tox21_TOX27866,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,0.0
Tox21_TOX27867,CC(c1ccc(O)cc1)c1ccc(O)cc1,0.0
Tox21_TOX6275,CCCCC#N,0.0
Tox21_TOX27862,COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1,0.0
Tox21_TOX27863,CCCCCOC(=O)c1ccc(O)cc1,0.0
Tox21_TOX27860,CCn1cc[n+](C)c1.N#C[S-],0.0
Tox21_TOX27861,CCCCCCCCCOC(=O)c1ccc(O)cc1,0.0
Tox21_TOX6279,O=C1/C(=C2\Nc3ccccc3C2=O)Nc2ccccc21,0.0
Tox21_TOX27869,Oc1ccc(C2(c3ccc(O)cc3)CC3CC2C2CCCC32)cc1,0.0
Tox21_TOX5065,C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]12C,0.0
Tox21_TOX5064,Nc1ccc(F)cc1F,0.0
Tox21_TOX5063,CCCCC(=O)N(C)C,0.0
Tox21_TOX4145,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,0.0
Tox21_TOX5068,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0.0
Tox21_TOX3385,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,0.0
Tox21_TOX3386,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0.0
Tox21_TOX3387,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0.0
Tox21_TOX3380,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1.0
Tox21_TOX570,O=C1O[C@H]([C@H](O)CO)C([O-])=C1O,0.0
Tox21_TOX573,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1.0
Tox21_TOX572,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0.0
Tox21_TOX3388,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.0
Tox21_TOX577,CCc1cc(C(N)=S)ccn1,0.0
Tox21_TOX576,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,0.0
Tox21_TOX2384,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,0.0
Tox21_TOX14465,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,0.0
Tox21_TOX2381,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,0.0
Tox21_TOX3038,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.0
Tox21_TOX3039,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,0.0
Tox21_TOX3037,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,1.0
Tox21_TOX3035,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.0
Tox21_TOX3032,Cn1c(=O)c2c(ncn2CCOC(=O)C(C)(C)Oc2ccc(Cl)cc2)n(C)c1=O,0.0
Tox21_TOX3033,CCOC(=O)c1cncn1C(C)c1ccccc1,0.0
Tox21_TOX3030,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,0.0
Tox21_TOX3031,Cn1c(=O)c2c(ncn2CCO)n(C)c1=O,0.0
Tox21_TOX6606,Cc1ccccc1NC(=N)Nc1ccccc1C,0.0
Tox21_TOX6605,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0
Tox21_TOX6602,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0.0
Tox21_TOX12405,CNC(=O)Oc1cccc(N=CN(C)C)c1,0.0
Tox21_TOX6600,O=C1OCCO1,0.0
Tox21_TOX6608,C=C(CC(=O)O)C(=O)O,0.0
Tox21_TOX6609,CC(C)C(=O)OC(=O)C(C)C,0.0
Tox21_TOX25244,O=C1NCCN1c1ncc([N+](=O)[O-])s1,0.0
Tox21_TOX25245,Nc1nc2cc(Cl)ccc2o1,0.0
Tox21_TOX25240,CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C,0.0
Tox21_TOX25248,COc1cc(NC(C)CCCN)c2ncccc2c1,0.0
Tox21_TOX287,Cc1ccc(Cl)cc1N,0.0
Tox21_TOX286,Cc1ccc(N)cc1Cl,0.0
Tox21_TOX285,CC(O)CCl,0.0
Tox21_TOX284,Nc1ccc(N)c(Cl)c1,0.0
Tox21_TOX283,Nc1ccc(Cl)cc1N,1.0
Tox21_TOX282,Nc1ccc(Cl)c(N)c1,0.0
Tox21_TOX15753,CCCCN(CCC(=O)OCC)C(C)=O,0.0
Tox21_TOX14803,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,0.0
Tox21_TOX26539,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-],0.0
Tox21_TOX9651,O=C([O-])[O-].[Sr+2],0.0
Tox21_TOX26534,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0.0
Tox21_TOX9652,C=CC(=O)OC(C)(C)C,0.0
Tox21_TOX22622,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,0.0
Tox21_TOX9655,CC1(C)CC(O)CC(C)(C)N1,0.0
Tox21_TOX1899,Cc1ccccn1,0.0
Tox21_TOX1897,Cc1cccnc1,0.0
Tox21_TOX1894,OC1CCCCC1,0.0
Tox21_TOX1892,Cc1ccncc1,0.0
Tox21_TOX1890,CC(C)OC(C)C,0.0
Tox21_TOX22195,O=C(O)COc1ccc2ccccc2c1,0.0
Tox21_TOX22196,CCCCOC(=O)C(C)O,0.0
Tox21_TOX22191,CNC(=S)NC,0.0
Tox21_TOX22190,CCCCCCCCCC[N+](C)(C)[O-],0.0
Tox21_TOX22199,O=C1CCC(=O)N1Cl,0.0
Tox21_TOX22198,CCCCNS(=O)(=O)c1ccc(C)cc1,0.0
Tox21_TOX7803,CCN(CCN)c1cccc(C)c1,0.0
Tox21_TOX7802,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,0.0
Tox21_TOX7806,O=C([O-])CNc1ccccc1,0.0
Tox21_TOX7805,Cc1ccc2c(c1)C(=O)OC2=O,0.0
Tox21_TOX7804,CC(C)(N)C#N,0.0
Tox21_TOX3292,CNC(C)Cc1ccccc1OC,0.0
Tox21_TOX24408,NCCN1CCOCC1,0.0
Tox21_TOX21828,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,0.0
Tox21_TOX27660,CC1CC(C)C(=O)C1=O,0.0
Tox21_TOX27661,CC(=O)SCc1ccco1,0.0
Tox21_TOX27662,Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1,0.0
Tox21_TOX27663,c1coc(Cn2cccc2)c1,0.0
Tox21_TOX4128,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,1.0
Tox21_TOX27667,CCCCCCCCCCC=CC#N,0.0
Tox21_TOX4124,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,0.0
Tox21_TOX4127,CCCCCCC,1.0
Tox21_TOX4126,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,0.0
Tox21_TOX4123,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0.0
Tox21_TOX21719,CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1/N=N/c1ccc(S(=O)(=O)[O-])cc1,0.0
Tox21_TOX21715,COc1ccccc1/N=N/c1c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])cc(NC(C)=O)c2c1O,0.0
Tox21_TOX27006,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,1.0
Tox21_TOX27000,ClCCOCCOCCCl,0.0
Tox21_TOX27001,COC(Cc1ccccc1)OC,0.0
Tox21_TOX2817,Cc1c(C(=O)O)c(O)cc2c1C(=O)c1c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c1C2=O,0.0
Tox21_TOX2816,Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)[O-])c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)[O-])c2ccccc12,0.0
Tox21_TOX2815,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O,0.0
Tox21_TOX2814,O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,1.0
Tox21_TOX2813,O=c1[nH]c2cc(Cl)ccc2o1,0.0
Tox21_TOX2812,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.0
Tox21_TOX2810,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,0.0
Tox21_TOX26636,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1.0
Tox21_TOX26637,O=C([O-])c1cc(O)c2c3nc4ccccc4oc-3cc(=O)c2n1,0.0
Tox21_TOX26638,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,0.0
Tox21_TOX6049,C(=C\c1ccccc1)\c1ccccc1,0.0
Tox21_TOX26639,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,1.0
Tox21_TOX6044,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0.0
Tox21_TOX2609,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,1.0
Tox21_TOX2978,CC[N+](C)(C)c1cccc(O)c1,0.0
Tox21_TOX5659,COC(=O)c1ccccc1O,0.0
Tox21_TOX5654,Cc1ccc2ccc3cccc4ccc1c2c34,0.0
Tox21_TOX2603,Nc1cc(-c2ccncc2)c[nH]c1=O,0.0
Tox21_TOX5657,Cc1ccc2cccnc2c1,0.0
Tox21_TOX2607,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,0.0
Tox21_TOX5653,CC(C)Cc1nccs1,0.0
Tox21_TOX25749,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,0.0
Tox21_TOX25748,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0.0
Tox21_TOX1778,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,0.0
Tox21_TOX25741,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.0
Tox21_TOX1772,CC1(N)CCC(C(C)(C)N)CC1,0.0
Tox21_TOX25743,Cn1nc(N)c2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c3ncnc1c23,0.0
Tox21_TOX25742,CCC(CC)(CC(=O)Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,0.0
Tox21_TOX1777,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,0.0
Tox21_TOX25744,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.0
Tox21_TOX1775,Cc1c[nH]c2ccccc12,0.0
Tox21_TOX1774,c1cc2c3c(cccc3c1)CC2,0.0
Tox21_TOX14252,CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O,0.0
Tox21_TOX14250,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,0.0
Tox21_TOX14255,NC(=O)CF,0.0
Tox21_TOX3937,CC(C)(C)Cl,0.0
Tox21_TOX24928,CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C,0.0
Tox21_TOX24929,CCCCCCCCCCCCSC,0.0
Tox21_TOX24922,O=C1CCCN1CCO,0.0
Tox21_TOX28246,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)[O-])c1I,0.0
Tox21_TOX28245,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I,0.0
Tox21_TOX24921,CCCCC(CC)COC(=O)OOC(C)(C)C,0.0
Tox21_TOX24926,CCCCNC1CC(C)(C)NC(C)(C)C1,0.0
Tox21_TOX24927,CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,0.0
Tox21_TOX24925,O=C(C(=O)c1ccc(Br)cc1)c1ccc(Br)cc1,0.0
Tox21_TOX25529,Clc1ccc(C(Cn2ccnc2)OCc2csc3c(Cl)cccc23)c(Cl)c1,0.0
Tox21_TOX25527,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0.0
Tox21_TOX25526,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,0.0
Tox21_TOX25521,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.0
Tox21_TOX25523,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0
Tox21_TOX25522,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.0
Tox21_TOX7390,O=S(=O)(O)c1ccccc1O,0.0
Tox21_TOX7397,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,0.0
Tox21_TOX7394,CCC1CCC(CCC(=O)O)C1,0.0
Tox21_TOX28993,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,0.0
Tox21_TOX24941,Nc1ccccc1S(=O)(=O)c1ccccc1,0.0
Tox21_TOX3551,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,0.0
Tox21_TOX14181,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,0.0
Tox21_TOX3552,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1.0
Tox21_TOX3554,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.0
Tox21_TOX3557,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0.0
Tox21_TOX3556,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,0.0
Tox21_TOX28997,CCCCCCCC(=O)CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)OC(C)C,0.0
Tox21_TOX28996,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,0.0
Tox21_TOX7021,CCCCOCCOCCOC(C)=O,0.0
Tox21_TOX24438,O=C1CCCCO1,0.0
Tox21_TOX24439,CCCCOC(=O)CC#N,0.0
Tox21_TOX3737,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.0
Tox21_TOX3736,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,0.0
Tox21_TOX3733,CCCC(CCC)C(=O)O,0.0
Tox21_TOX24430,O=C(Cc1ccccc1)c1ccccc1,0.0
Tox21_TOX24431,CC(C)(C)NCCO,0.0
Tox21_TOX21153,C=CC(N)CCC(=O)O,0.0
Tox21_TOX24435,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0
Tox21_TOX24436,CC(=O)C1CCOC1=O,0.0
Tox21_TOX24437,Nc1cc(N)cc(C(=O)O)c1,0.0
Tox21_TOX12361,N#CC(Br)(Br)C(N)=O,0.0
Tox21_TOX12365,N#Cc1c(Cl)cccc1Cl,0.0
Tox21_TOX141,c1ccc2occc2c1,0.0
Tox21_TOX142,Nc1nc(N)nc(-c2ccccc2)n1,0.0
Tox21_TOX143,O=C(O)c1ccccc1,0.0
Tox21_TOX144,O=C(c1ccccc1)C(O)c1ccccc1,0.0
Tox21_TOX145,O=C1C=CC(=O)C=C1,0.0
Tox21_TOX146,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,0.0
Tox21_TOX147,c1ccc2[nH]nnc2c1,0.0
Tox21_TOX148,ClC(Cl)(Cl)c1ccccc1,0.0
Tox21_TOX149,NNC(=O)c1ccccc1,0.0
Tox21_TOX17250,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,0.0
Tox21_TOX27104,CCCC/C=C/C=C\C=O,0.0
Tox21_TOX27106,CC(C)=CCCC(C)CC(=O)O,0.0
Tox21_TOX27101,CCc1nccnc1CC,0.0
Tox21_TOX828,COc1ccc(O)cc1,0.0
Tox21_TOX5892,c1ccc(Nc2cccc3ccccc23)cc1,0.0
Tox21_TOX21528,N#Cc1ccncc1,0.0
Tox21_TOX5896,C[C@@H](N)[C@@H](O)c1ccccc1,0.0
Tox21_TOX21521,NCCCN1CCOCC1,0.0
Tox21_TOX27102,CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN,0.0
Tox21_TOX21524,O=[N+]([O-])c1cc[n+]([O-])cc1,0.0
Tox21_TOX21527,CC1(C)CC(=O)CC(C)(C)N1,0.0
Tox21_TOX26986,O=C(O)C(O)C(O)C(=O)O,0.0
Tox21_TOX6811,Sc1ccccc1,0.0
Tox21_TOX24532,O=c1c2ccccc2c(=O)c2c1cc(Cl)c1[nH]c3c([nH]c12)c(Cl)cc1c(=O)c2ccccc2c(=O)c13,0.0
Tox21_TOX26279,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1,1.0
Tox21_TOX26270,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0
Tox21_TOX26272,O=C(N/N=C/c1ccccc1O)c1ccncc1,0.0
Tox21_TOX26273,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,0.0
Tox21_TOX26274,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,0.0
Tox21_TOX26275,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0.0
Tox21_TOX26276,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,0.0
Tox21_TOX26277,O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,0.0
Tox21_TOX12954,CC(C)(O)C(=O)O,0.0
Tox21_TOX27279,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,0.0
Tox21_TOX27278,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,0.0
Tox21_TOX27276,CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,0.0
Tox21_TOX27274,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,0.0
Tox21_TOX27272,Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,0.0
Tox21_TOX27271,Cc1cc(CCN2CCN(c3nsc4ccccc34)CC2)cc2c1NC(=O)CC2(C)C,0.0
Tox21_TOX27270,O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,0.0
Tox21_TOX20720,Nc1cc(Cl)c(O)c(Cl)c1,0.0
Tox21_TOX20721,O=C1CCC(C2CCCCC2)CC1,0.0
Tox21_TOX20722,OC1CCC(C2CCCCC2)CC1,0.0
Tox21_TOX20723,O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl,0.0
Tox21_TOX20725,O=C(O)c1ccc([Hg]Cl)cc1,0.0
Tox21_TOX20726,Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],0.0
Tox21_TOX20727,OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,0.0
Tox21_TOX20728,CCCCOP(=O)(O)OCCCC,0.0
Tox21_TOX2086,NC(=O)c1ccc([N+](=O)[O-])cc1,0.0
Tox21_TOX22382,CCCO[Si](OCCC)(OCCC)OCCC,0.0
Tox21_TOX2578,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,0.0
Tox21_TOX26858,CCCCCCCCCCCC[n+]1ccc2ccccc2c1,0.0
Tox21_TOX4710,CCCC(=O)Cl,0.0
Tox21_TOX1543,CCCCCCCCCl,0.0
Tox21_TOX1544,Oc1ccccc1Cl,0.0
Tox21_TOX1545,CC(Cl)C(=O)O,0.0
Tox21_TOX1546,O=C(O)CCCl,0.0
